1螳螂vs瞎子23-7,2泰坦vs男枪24-3
1螳螂vs酒桶17-1,2男枪vs瞎子23-3,3皇子vs酒桶10-3,4凯隐vs男枪33-1,5龙女vs瞎子12-4,6酒桶vs瞎子25-2,7巨魔vs螳螂13-3,8狮子狗vs螳螂11-1,9梦魇vs大树19-2,10皇子vs木木21-12
1岩雀vs皇子20-1,2瞎子vs妮蔻17-0,3木木vs蜘蛛25-3,4酒桶vs赵信8-6,5男枪vs皇子25-7,6岩雀vs狼人22-4,7皇子vs蜘蛛25-8,8人马vs岩雀28-2,9皇子vs寡妇瞎子17-4,10酒桶vs人马18-0
1木木vs皇子28-0,2酒桶vs猪妹19-0,3凯隐vs瞎子22-3,4岩雀vs瞎子17-9,5皇子vs男枪17-1,6螳螂vs剑圣24-5,7皇子vs人马22-6,8泰坦vs皇子19-3,9木木vs瞎子27-5,10皇子vs剑魔20-1,11酒桶vs剑魔29-3
1豹女vs木木33-8,2铁男vs梦魇27-7,3皇子vs努努22-6,4铁男vs蜘蛛27-5,5凯隐vs蔚32-6,6酒桶vs瞎子4-7,7皇子vs男枪18-4,8皇子vs酒桶24-6,9黄金矿工+瞎子vs瑞雯17-7
1凯隐vs酒桶7-4,2瞎子vs蔚15-5,3皇子vs男枪20-2,4木木vs末日16-2,5铁男vs螃蟹15-11,6铁男vs瞎子21-2,7酒桶vs人马29-2,8凯隐vs扎克+瞎子15-1,9铁男vs人马26-1,10铁男vs巨魔13-12,11酒桶vs蜘蛛12-8
我的影片9
1木木vs死歌22-1,2死歌vs人马20-2,3皇子vs龙龟23-5,4铁男vs狼人22-6,5凯隐vs瞎子27-7,6铁男vs凯隐21-2
1云顶之奕,2铁男vs皇子20-9,3木木vs凯隐9-9,4皇子vs人马9-3,5凯隐vs螳螂24-6,6酒桶vs皇子13-4,7瞎子vs螳螂15-3,8木木vs酒桶21-4,9皇子vs蜘蛛18-4,10皇子vs凯隐13-6,11云顶之奕
我的影片4
1皇子vs瞎子6-0,2瞎子vs凯隐31-6,3木木vs剑圣22-5,4杰斯vs剑魔13-6,5铁男vs猴子25-3,6泰坦vs狗熊15-5,7皇子vs酒桶25-2,8铁男vs剑圣15-2,9皇子vs瞎子23-2,10凯隐vs寡妇22-5,11疑案追声
叶
1豹女vs剑魔30-5,2酒桶vs死歌23-2,3皇子vs赵信9-10,4凯隐vs瞎子24-5,5木木vs男枪20-1,6梦魇vs赵信17-4,7皇子vs老鼠27-4,8凯隐vs青钢影17-2,9瞎子vs螳螂18-0,10酒桶vs老鼠27-1,11皇子vs凯隐18-9,12人马vs狮子狗4-2,13梦魇vs蜘蛛17-4,14皇子vs石头人21-3,15木木vs瞎子7-3
1金属vs瞎子23-2,2大虫子vs皇子15-4,3豹女vs瞎子14-1,4木木vs猪妹16-2,5凯隐vs皇子15-6,6瞎子vs皇子18-5,7金属vs寡妇18-0,8皇子vs龙龟13-0,9皇子EQ闪教学,10金属vs剑圣16-2,11瞎子vs潘森24-6,12凯隐vs瞎子41-12
1凯隐vs瞎子27-6,2梦魇vs瞎子27-5,3螳螂vs瞎子19-1,4酒桶vs螳螂29-1,5皇子vs龙龟20-3,6金属vs皇子22-2,7皇子vs寡妇25-2,8梦魇vs剑圣25-2,9金属vs螳螂22-2,10瑞兹vs赵信18-2
1金属vs挖掘机26-10,2梦魇vs皇子15-4,3凯隐vs豹女25-3,4皇子vs蜘蛛13-8,5酒桶vs皇子24-4,6豹女vs赵信10-5,7木木vs挖掘机23-3,8大虫子vs瞎子16-4,9凯隐vs豹女21-2,10皇子vs酒桶19-3
1皇子vs赵信26-5,2金属vs皇子27-10,3酒桶vs死歌20-2,4凯隐vs瞎子36-1,5梦魇vs瞎子7-2,6皇子vs酒桶15-2,7木木vs剑圣33-9,8皇子vs青钢影26-1,9皇子vs瞎子16-5,10瞎子vs螳螂27-9,11皇子vs剑圣18-2,12梦魇vs人马26-6,13人马vs皇子19-2,14皇子vs寡妇27-3
1皇子vs猪妹11-2,2泰坦vs人马23-2,3EZvs大虫子16-4,4凯隐vs瞎子30-3,5木木vs龙龟17-7,6皇子vs青钢影10-1,7金属vs狗熊20-2,8皇子vs武器18-0,9瞎子vs努努20-3,10酒桶vs蛮王8-4,11木木vs赵信29-3
我的影片20
1凯隐vs螳螂14-2,2梦魇vs瞎子31-4,3武器vs凯隐9-3,4皇子vs人马21-3,5酒桶vs木木22-4,6瑞兹vs剑圣11-7,7酒桶vs男枪23-1,8剑姬vs人马17-5,9皇子vs青钢影21-3,10梦魇vs狗熊17-5,11木木vs瞎子12-5,12酒桶vs狮子狗27-2,13凯隐vs奇亚娜26-6,14皇子vs瞎子20-3,15人马vs皇子20-3,16皇子vs男枪17-2
1皇子vs剑圣22-3,2龙女vs龙龟20-3,3豹女vs猪妹19-10,4梦魇vs瞎子21-0,5皇子vs豹女17-1,6酒桶vs努努20-3,7凯隐vs武器13-5,8木木vs梦魇21-1,9皇子vs猪妹14-0,10人马vs寡妇27-3,11瞎子vs酒桶19-4,12酒桶vs男枪23-2,13皇子vs青钢影9-5
1皇子vs瞎子14-5,2酒桶vs瞎子20-3,3凯隐vs皇子20-4,4泰坦vs兰博24-6,5木木vs死歌22-6,6皇子vs凯隐17-4,7豹女vs皇子20-6,8人马vs木木25-5,9皇子vs酒桶26-1,10瞎子vs男枪15-5
我的影片4
我的影片27
1皇子vs龙龟18-3,2梦魇vs凯隐21-2,3失落城堡+泰坦vs岩雀31-4,4失落城堡+杰斯vs梦魇33-2,5失落城堡+酒桶vs剑圣26-6,6凯隐vs人马25-3,7木木vs男枪25-2,8皇子vs人马31-9,9酒桶vs皇子22-1,10梦魇vs剑圣22-7,11豹女vs凯隐15-2,12皇子vs猪妹22-4,13瞎子vs皇子6-9,14人马vs皇子14-9
1皇子vs剑圣24-1,2凯隐vs蜘蛛18-7,3酒桶vs瞎子22-3,4皇子vs螳螂20-2,5梦魇vs皇子8-10,6木木vs凯隐20-6,7瞎子vs酒桶9-6,8皇子vs瞎子22-1,9梦魇vs潘森9-6,10皇子vs瞎子14-0,11凯隐vs奥拉夫37-2,12酒桶vs赵信31-5,13木木vs皇子25-8,14皇子vs老鼠22-2
1凯隐vs奇亚娜18-6,2瑞兹vs螳螂7-0,3皇子vs瞎子22-5,4酒桶vs潘森21-5,5皇子vs武器16-5,6木木vs乌迪尔22-3,7梦魇vs凯隐18-0,8凯隐vs酒桶29-6,9酒桶vs剑圣22-5,10皇子vs酒桶26-2,11人马vs蔚20-7
1蜘蛛vs瞎子11-7,2皇子vs猴子22-1,3酒桶vs皇子18-5,4皇子vs梦魇19-6,5瞎子vs赵信21-2,6皇子vs凯隐15-2,7木木vs男枪26-0,8凯隐vs奇亚娜22-6,9酒桶vs龙龟28-4,10皇子vs龙女17-7,11人马vs千珏21-2
1凯隐vs皇子22-5,2瞎子vs皇子22-1,3狮子狗vs瞎子22-2,4酒桶vs梦魇24-4,5皇子vs瞎子27-5,6木木vs男枪16-3,7皇子vs猴子22-2,8人马vs狗熊22-3,9梦魇vs男枪30-3,10酒桶vs老鼠25-1
1狮子狗vs皇子7-3,2皇子vs凯隐23-1,3兰博vs人马20-4,4皇子vs潘森27-3,5梦魇vs人马23-4,6皇子vs剑圣21-3,7凯隐vs挖掘机21-0,8男枪vs螳螂8-0,9皇子vs瞎子13-2,10酒桶vs人马25-2,11豹女vs剑圣18-7,12皇子vs寡妇23-1,13人马vs寡妇33-3,14皇子vs男枪21-4,15酒桶vs人马18-2,合金弹头2全流程
1凯隐vs皇子29-11,2皇子vs木木21-8,3男枪vs螳螂17-0,4酒桶vs男枪5-1,5豹女vs寡妇18-6,6梦魇vs挖掘机11-4,7人马vs剑圣11-0,8酒桶vs皇子20-1,9男枪vs龙女20-1,10凯隐vs奇亚娜34-7,11皇子vs盲僧24-7,12酒桶vs潘森25-7,13人马vs皇子12-3,14皇子vs死歌19-5
1皇子vs蜘蛛17-3,2兰博vs瞎子26-6,3皇子vs狮子狗21-6,4人马vs凯隐22-2,5皇子vs狗熊30-6,6酒桶vs人马16-0,7瞎子vs皇子16-2,8皇子vs赵信25-2,9金属vs努努17-6,10皇子vs赵信11-9
我的影片15
1皇子vs梦魇17-4,2酒桶vs皇子24-5,3人马vs皇子20-3,4木木vs剑圣12-7,5酒桶vs凯隐21-2,6皇子vs人马29-3,7云顶之奕,8云顶之奕,9云顶之奕
1凯隐vs赵信20-1,2酒桶vs豹女25-1,3梦魇vs螳螂15-2,4艾克vs瞎子15-3,5蔚vs男枪14-5,6瞎子vs皇子25-2,7皇子vs末日25-11,8酒桶vs寡妇25-0,9人马vs男枪21-5,10凯隐vs男枪15-4,11酒桶vs男枪29-3
我的影片3
我的影片22
我的影片7
1皇子vs潘森18-3,2狮子狗vs瞎子23-3,3凯隐vs瞎子20-4,4兰博vs酒桶29-6,5男枪vs瞎子25-3,6酒桶vs小丑16-1,7梦魇vs蜘蛛22-5,8豹女vs老鼠13-2,9兰博vs皇子13-3,10人马vs岩雀22-0,11皇子vs瞎子17-2
1梦魇vs剑圣23-0,2皇子vs瞎子25-5,3酒桶vs螳螂22-6,4凯隐vs青钢影21-4,5人马vs剑圣20-2,6皇子vs小丑11-3,7木木vs末日23-1,8男枪vs武器24-2,9皇子vs赵信16-4,10酒桶vs蛮子22-0,11云顶之奕,12云顶之奕
1酒桶vs男枪25-2,2皇子vs努努29-5,3男枪vs凯隐15-3,4木木vs瞎子18-6,5人马vs剑圣16-1,6酒桶vs瞎子29-3,7皇子vs蔚20-1,8男枪vs螳螂20-4,9酒桶vs皇子9-2,10泰坦vs剑圣21-0,11皇子vs瞎子22-3
1皇子vs猪妹20-5,2凯隐vs波比15-6,3泰坦vs瞎子27-6,4艾克vs寡妇23-3,5酒桶vs瞎子21-3,6梦魇vs狮子狗13-1,7瞎子vs塞拉斯16-3,8男枪vs蜘蛛13-1,9皇子vs寡妇32-3,10凯隐vs剑圣11-7,11酒桶vs剑圣11-1,12云顶之奕,13云顶之奕（本局高能）
1兰博vs螳螂18-4,2皇子vs瞎子17-3,3梦魇vs皇子20-3,4豹女vs皇子9-2,5酒桶vs瞎子26-4,6瞎子vs皇子23-2,7木木vs瞎子23-4,8皇子vs豹女20-3,9凯隐vs狮子狗26-3,10云顶之奕,11云顶之奕,12云顶之奕,13云顶之奕
1皇子vs狮子狗8-0,2艾克vs寡妇10-3,3豹女vs寡妇20-3,4皇子vs奥拉夫17-0,5梦魇vs瞎子6-4,6酒桶vs千珏30-3,7木木vs皇子32-2,8皇子vs男枪15-3,9酒桶vs赵信20-4
1皇子vs酒桶18-1,2酒桶vs男枪30-3,3木木vs蜘蛛8-0,4泰坦vs青钢影13-2,5男枪vs皇子31-9,6皇子vs瞎子8-1,7酒桶vs老鼠33-4,8皇子vs狮子狗18-3,9人马vs蜘蛛13-2,10男枪vs皇子14-5
我的影片13
1凯隐vs皇子24-4,2酒桶vs塞拉斯24-6,3兰博vs豹女8-3,4皇子vs蜘蛛14-1,5男枪vs塞拉斯12-11,6兰博vs皇子24-4,7皇子vs瞎子15-2,8酒桶vs皇子27-3,9人马vs赵信30-6,10豹女vs皇子16-4,11酒桶vs挖掘机15-2,12皇子vs武器17-4,13皇子vs螳螂14-3
1皇子vs人马15-3,2酒桶vs豹女15-2,3男枪vs皇子21-1,4木木vs末日21-1,5豹女vs挖掘机10-4,6云顶之弈,7男枪vs凯隐10-4,8人马vs武器12-0,9酒桶vs人马15-5,10VNvs小炮30-2,11瞎子vs男枪11-1,12皇子vs酒桶24-5,13酒桶vs皇子21-3,14男枪vs寡妇21-3
2017-04-09 19点场,2017-04-09 21点场,2017-04-09 23点场,2017-04-10 1点场
1-5,6-9,"10,11"
1-5,6-9
1-5,6-10,11-14
1-4(1),5-9(1),10(1)
1-4,5-9,10
1-4,5-8,9-11
1-4,5-8,9-11
1-5,6-9
1-4,5-8,9-10
1-5,6-10,11-12
1-4,5-9,10-11
1-5,6-9,10-11
1-5,6-10
1-5,6-9,10-12
1-4,5-9,10-12
1-5,6-9,10-12
1-5,6-11,12-13
1-4,5-8,9-10
1-4,5-9
1-4,5-8
1-4,5-9,10-13
1-4,5-8,9-11
1-5,6-10,11-14
1-5,6-9
1-5,6-10,11-14
1-5,6-9,10-13
1打野皇子对酒桶，没关系我走了拜拜····BOOM！野区戏耍洛和诺手,2惩戒Q、R闪花式操作，18杀盲僧完美节奏带飞队友,3R抵消薇恩E，EQ击飞双C再Q回马枪击飞大树天秀皇子，23杀CARRY翻盘,4震惊！国服第一皇子竟被F6单杀！R中3人击飞五人完美团战取胜！,5反蹲队友完美节奏，这波1换5死了个最帅的，打野皇子对虫子,6套路反红失败依然能无敌发育，伪四杀皇子对盲僧轻松取胜,7打野梦魇对武器，关灯杀落地秒！
一打五五杀！摧枯拉朽的伤害！中单皇子对剑姬,细节卡6瞬秒吸血鬼，无情屠杀中单皇子对吸血鬼,老阴B蹲了半分钟阴死飞机，中单皇子对飞机,两路被破逆风翻盘，中单皇子对马尔扎哈,反烂螳螂带起上单，打野皇子对螳螂,打野皇子对梦魇，这么逆风叶师傅能超神11-1也是尽力了
"女警风女被秒得怀疑人生，16-2-16,378刀完美战绩",4分钟杀两次打崩酒桶，酒桶游戏体验极差，皇子对酒桶,一神带四坑，以一人之力带领队伍取胜，中单皇子对劫,关键时刻鼠标出错嘟嘟嘟送了一个头233，中单皇子对蛇女,E技能助威蹭助攻，中单皇子对维克托,四杀20杀皇子带不动，中单皇子对小法
摸清老鼠的一切行动，VN被反甲反死，打野皇子对老鼠,四杀螳螂泉水秒寒冰，打野螳螂对寡妇,他已经si了，自信回头233，中单皇子对辛德拉,预判Q闪单杀船长，22杀盲僧带领队友取胜,中单皇子对卡萨丁，大龙被抢带不动尽力了,R抵消赵信三段Q，1V2丝毫不怂，打野皇子对赵信,皇子坐飞机！直播da飞机，打野皇子对剑圣
1-4,6-8
22-3-13日常一神带四坑，打野皇子对盲僧,四杀男枪绿叉无尽爆炸伤害，打野男枪对盲僧,杀人如饮水，四杀皇子CARRY，中单皇子对小法,酒桶心里苦，这皇子一直来野区秒他，中单皇子对吸血鬼,打野型中单，进可中单退可打野，中单皇子对飞机,针对我的结果就是你们中野都得崩，中单皇子对火男,别的打野也CARRY，打野男枪对猴子
一个人的屠杀秀，艾克被秒的大招开不出来，中单皇子对艾克,EQ闪千里追杀，21分钟3人偷龙，打野皇子对盲僧,欢迎来到华贵人机段位，中单皇子对飞机,没换技能带CJ打中单，既能1秒3又能抢火龙，中单皇子对杰斯,20个人头18个和叶师傅有关，打野皇子对老鼠,怒抢大龙逆风翻盘，打野皇子对剑圣,被盲僧针对越塔踢好惨啊，中单奥巴马对亚索
不解释连招这些都是我玩剩下的，RA瞬秒一切，中单皇子对劫,R也可以抵消虫子的Q，可怜虫子补个车就要死，中单皇子对虫子,操作细腻，14杀CARRY，中单卢锡安对加里奥,用R抵消发条R的强制位移，中单皇子对发条,嘲讽瑞文结果被控住接不到灯笼233，打野皇子对武器,对面阵容后期太强，叶师傅20杀尽力了，中单男刀对辛德拉
龙抢了人杀了装了逼还走了贼刺激，打野皇子对寡妇,孤儿上单抢蓝还喷水友，4V5也能赢，中单皇子对卡萨丁,日常细腻操作用R抵消VN的E，打野皇子对凯隐,一人杀穿中下野，打野皇子对梦魇,可怜的瞎子野都被刷光了无野可刷，打野皇子对盲僧
狂秒大嘴，大嘴游戏体验极差，中单皇子对卡牌,风骑皇子，还是秒香炉怪爽，中单皇子对乌鸦,有闪现时我的EQ不可能空，中单皇子对卡牌
瞬秒发条抢蓝揽件成功，千里追杀酒桶，中单皇子对发条(1),边缘OB戏耍大树最后秀不动了233，打野皇子对盲僧(1),这种死人不用看他第二眼，中单皇子对小法(1),五分钟4700经济回家购物，打野皇子对剑圣(1)
野区真眼钓鱼，男枪要报警了，中单皇子对瑞兹,有伤害有击飞的Q闪，25杀尽力CARRY了，被偷家惜败,叶师傅瞎子还是秀啊，Q闪E闪顺手拈来，打野瞎子对皇子,切死AD19杀逆风翻盘，中单皇子对鱼人,戏耍玩死诺手，打野螳螂对猪妹
鏖战45分钟史诗级翻盘，打野皇子对盲僧,十九分钟疯狂tu杀27个，打野皇子对凯隐,针对我？我依然20杀一个秒3个打炸你们，中单皇子对炼金,没打野212阵容也能随便赢，泉水秒风女，中单皇子对吸血鬼,一个EQ4个扎克，这一幕有点眼熟，打野皇子对扎克,怂比刀强行胜利之刀，打野皇子对狮子狗,一秒7键瞬秒劫，逆风翻盘20杀，中单皇子对劫,被偷两路艰难取胜，打野螳螂对武器
我的影片2
1皇子vs酒桶18-3,2皇子vs青钢影12-1,3酒桶vs皇子16-0,4皇子vs瞎子11-1,5豹女vs人马6-3,6人马vs男枪5-8,7酒桶vs塞拉斯14-5,8皇子vs死歌18-6,9梦魇vs扎克12-7,10皇子vs蜘蛛11-2,11男枪vs豹女12-4,12泰坦vs瞎子11-3
1负，皇子vs人马13-2,2胜，酒桶vs瞎子12-2,3胜，酒桶vs豹女3-0,4胜，皇子vs千珏11-4,5负，豹女vs扎克6-6,6胜，皇子vs奇亚娜34-3,7凯隐vs男枪24-5,8木木vs狗熊30-1,9皇子vs男枪17-1,10男枪vs瞎子15-7,11瞎子vs潘森7-9,12皇子vs酒桶17-2,13人马vs石头人10-5,14胜，皇子vs塞拉斯13-2,15胜，皇子vs赵信12-3,16胜，人马vs皇子16-5
1凯隐vs皇子24-1,2皇子vs梦魇14-2,3男枪vs豹女13-2,4酒桶vs男枪22-2,5木木vs男枪13-0,6狮子狗vs剑圣16-4,7男枪vs梦魇24-7,8皇子vs木木20-2,9皇子vs塞拉斯20-5,10男枪vs剑圣12-5,11豹女vs赵信11-7,12皇子vs瞎子21-2
1皇子vs死歌21-4,2狗熊vs瞎子21-5,3人马vs凯隐13-2,4梦魇vs人马9-7,5酒桶vs皇子15-0,6皇子vs酒桶24-1,7酒桶vs豹女28-2,8皇子vs人马23-2,9皇子vs凯隐33-6
我的影片14
1皇子vs蜘蛛22-6,2男枪vs皇子19-1,3酒桶vs皇子14-6,4皇子vs猪妹12-1,5木木vs皇子20-7,6胜，皇子vs瞎子8-4,7胜，男枪vs蜘蛛9-0,8胜，酒桶vs石头人11-1,9胜，人马vs蜘蛛13-0,10胜，皇子vs男枪15-3,11负，皇子vs剑圣19-8,12胜，酒桶vs大虫子15-1,13胜，人马vs青钢影18-3,14胜，皇子vs瞎子6-2,15胜，酒桶vs皇子14-2
1皇子vs努努14-4,2豹女vs武器11-3,3兰博vs寡妇25-3,4皇子vs狼人17-2,5凯隐vs男枪22-1,6酒桶vs男枪26-3,7木木vs赵信20-2,8皇子vs盲僧20-3,9男枪vs盲僧24-4,10人马vs皇子23-2,11狗熊vs皇子11-9,12皇子vs剑圣21-3,13酒桶vs剑圣10-0,14梦魇vs挖掘机20-2,15蜘蛛vs男枪9-0,16皇子vs盲僧27-0,17酒桶vs乌迪尔17-8
1狗熊vs寡妇17-4,2皇子vs龙龟9-0,3酒桶vs末日11-6,4皇子vs人马21-1,5人马vs蜘蛛22-1,6男枪vs狮子狗16-4,7胜，皇子vs寡妇12-4,8胜，皇子vs瞎子10-3,9胜，人马vs瞎子11-6,10负，皇子vs塞拉斯6-8,11胜，蜘蛛vs末日22-2,12胜，酒桶vs挖掘机12-4,13胜，皇子vs凯隐18-5,14胜，酒桶vs人马7-0,15胜，人马vs皇子10-3
超神螳螂嗜血tu杀，人头数比对面总人头都多，打野螳螂对皇子,AD掉线上路崩盘中路被抓叶师傅力挽狂澜CARRY翻盘，打野皇子对瞎子,把峡谷先锋卡在石头人那里了233，打野皇子对酒桶,被武器追杀EQ走顺带刷个蛤蟆贼刺激，打野皇子对猪妹,香炉瞎子打团负责套盾，叶师傅真有创意，打野瞎子对螳螂
1梦魇vs赵信7-8,2皇子vs赵信9-6,3豹女vs瞎子18-2,4男枪vs梦魇19-2,5男枪vs挖掘机12-4,6泰坦vs酒桶10-1,7酒桶vs剑圣11-2,8死歌vs蜘蛛14-3,9木木vs奥拉夫11-0,10皇子vs死歌13-0,11酒桶vs人马28-3,12皇子vs寡妇12-3,13人马vs瞎子15-2,14皇子vs豹女8-3
我的影片4
1皇子vs武器11-1,2男枪vs老鼠15-4,3凯隐vs皇子22-5,4杰斯vs蒙多25-9,5皇子vs木木15-4,6酒桶vs人马25-5,7木木vs人马18-3,8剑魔vs凯隐11-1,9豹女vs瞎子19-4,10皇子vs赵信19-0,11木木vs螳螂16-8,12酒桶vs寡妇14-1,13皇子vs小丑12-2,14梦魇vs豹女14-7
下路吵架还好打野比较强带起了节奏，打野皇子对挖掘机,高分段的人的区别就在于意识大局观，打野皇子对猪妹,轻松晋级峡谷之巅钻一，打野皇子对EZ,皇子的R连石头的R击飞都可以抵消，打野皇子对猪妹
1皇子vs蜘蛛12-4,2人马vs豹女17-2,3酒桶vs剑圣12-3,4（ad位）奥巴马vs老鼠12-6,5皇子vs酒桶21-2,6木木vs潘森31-8,7蜘蛛vs螳螂16-4,8酒桶vs塞拉斯23-0,9皇子vs寡妇11-2
1酒桶vs瞎子21-1,2蜘蛛vs小丑21-2,3狗熊vs寡妇14-6,4皇子vs波比14-3,5人马vs波比25-3,6酒桶vs男枪21-2,7男枪vs瞎子19-8,8酒桶vs瞎子11-1,9木木vs人马26-3,10兰博vs狼人7-1,11皇子vs螳螂11-4,12酒桶vs努努15-4,13杰斯vs木木23-5,14人马vs皇子18-3,15皇子vs潘森21-4
1木木vs酒桶11-7,2皇子vs螳螂19-4,3人马vs瞎子22-3,4梦魇vs剑圣19-5,5皇子vs男枪11-2,6皇子vs酒桶22-1,7蜘蛛vs螳螂18-2,8酒桶vs瞎子17-6,9男枪vs凯隐17-6,10人马vs狼人19-10,11皇子vs狮子狗7-1,12瞎子vs皇子26-4,13梦魇vs寡妇17-1
1皇子vs螳螂20-6,2男枪vs人马23-5,3酒桶vs瞎子15-0,4蜘蛛vs岩雀23-6,5皇子vs兰博13-1,6千珏vs青钢影21-5,7皇子vs瞎子18-0,8豹女vs青钢影20-3,9蜘蛛vs皇子23-1,10皇子vs瞎子12-3,11人马vs皇子30-4,12酒桶vs皇子19-2,13杰斯vs男枪13-8,14皇子vs剑圣20-4
1皇子vs猴子24-5,2酒桶vs皇子19-3,3皎月vs瞎子23-4,4千珏vs瞎子14-2,5梦魇vs豹女20-7,6皎月vs瞎子11-4,7人马vs剑魔9-0,8皇子vs豹女12-2,9男枪vs螳螂26-2,10蜘蛛vs男枪16-0,11皇子vs男枪4-2,12人马vs瞎子20-6,13皇子vs寡妇15-1,14凯隐vs瞎子26-2
我的影片3
我的影片15
1皇子vs人马21-3,2螳螂vs青钢影16-3,3男枪vs瞎子6-2,4酒桶vs男枪17-4,5蜘蛛vs酒桶8-1,6岩雀vs剑圣20-2,7男枪vs瞎子29-3,8皇子vs瞎子20-5,9兰博vs酒桶11-7,10螳螂vs塞拉斯29-4,11千珏vs诺手24-2,12瞎子vs皇子22-5,13梦魇vs酒桶15-3,14皇子vs男枪28-2,15人马vs青钢影19-3
1狮子狗vs剑圣14-1,2皎月vs人马24-1,3泰坦vs男枪21-2,4皎月vs潘森9-1,5酒桶vs扎克27-3,6蜘蛛vs梦魇33-2,7皇子vs努努24-3,8豹女vs螳螂8-8,9人马vs瞎子17-2,10蜘蛛vs死歌31-2
1千珏vs男枪28-8,2凯隐vs岩雀20-3,3蜘蛛vs瞎子24-1,4皇子vs蜘蛛23-1,5男枪vs瞎子18-3,6梦魇vs凯隐31-1,7螳螂vs瞎子21-4,8皎月vs皇子19-3,9蜘蛛vs皎月25-0,10酒桶vs凯隐20-0,11皇子vs螳螂23-2,12男枪vs皇子11-5,13人马vs皇子28-1,14木木vs皇子6-1
